label,pstpp1,pstpp2,pstpp3,pstpp4,pstpp5,pstpp6,pstpp7,pstpp8,pstpp9,pstpp10,pstpp11,pstpp12,pstpp13,pstpp14,pstpp15,pstpp16,pstpp17,pstpp18,pstpp19,pstpp20,pstpp21,pstpp22,pstpp23,pstpp24,pstpp25,pstpp26,pstpp27,pstpp28,pstpp29,pstpp30,pstpp31,pstpp32,pstpp33,pstpp34,pstpp35,pstpp36,pstpp37,pstpp38,pstpp39,pstpp40,pstpp41,pstpp42,pstpp43,pstpp44,pstpp45,pstpp46,pstpp47,pstpp48
1,-0.008575905214093127,-0.011705641427888214,-0.0167083291010246,-0.026163351714209804,-0.033433264291496734,-0.04172176746670675,-0.049887098339538305,-0.06142035958269565,-0.0742423969872209,-0.08735275200961512,-0.10097872162122534,-0.11987155037215769,-0.13426976597693407,-0.16640531374755485,-0.19475978959492235,-0.16356262052206022,0.0009029583577801897,-0.00022189326007839727,-0.0003450655624568668,0.0,0.0,0.0,-0.0005340518366352882,-0.00023004370830457787,-0.0006901311249137336,-0.0003450655624568668,0.0,0.00015607928827844546,0.0,0.0,0.003490797479709064,-0.16446161137090215,-0.20439259610410732,-0.1771811039290223,-0.15051935410103445,-0.12430636364377312,-0.1079853783113125,-0.09332451720532686,-0.0794832788168881,-0.06914944399760603,-0.055201944589231555,-0.044810446246375646,-0.03761449808911488,-0.030188506223549405,-0.021160664041073307,-0.014243967474469543,-0.009676610680268372,-0.005569341302676389
1,-0.008575905214093127,-0.011705641427888214,-0.0167083291010246,-0.026163351714209804,-0.033433264291496734,-0.04172176746670675,-0.049887098339538305,-0.06142035958269565,-0.0742423969872209,-0.08735275200961512,-0.10097872162122534,-0.11987155037215769,-0.13426976597693407,-0.16640531374755485,-0.19475978959492235,-0.16356262052206022,-0.15527250161922834,0.0013216831472679354,-9.872095769992777e-05,0.000197136722404602,-0.00010687140592610835,4.105743412615653e-05,0.00015607928827844546,4.105743412615653e-05,4.105743412615653e-05,-0.0001479288400522648,-3.290698589997589e-05,-0.00011502185415228893,0.00015607928827844546,-0.00011502185415228893,-0.0014789832075273947,-0.16446161137090215,-0.20439259610410732,-0.1771811039290223,-0.15051935410103445,-0.12430636364377312,-0.1079853783113125,-0.09332451720532686,-0.0794832788168881,-0.06914944399760603,-0.055201944589231555,-0.044810446246375646,-0.03761449808911488,-0.030188506223549405,-0.021160664041073307,-0.014243967474469543,-0.009676610680268372,-0.005569341302676389
1,-0.008575905214093127,-0.011705641427888214,-0.0167083291010246,-0.026163351714209804,-0.033433264291496734,-0.04172176746670675,-0.049887098339538305,-0.06142035958269565,-0.0742423969872209,-0.08735275200961512,-0.10097872162122534,-0.11987155037215769,-0.13426976597693407,-0.16640531374755485,-0.19475978959492235,-0.004980983065415176,-0.00023004370830457787,0.0,0.0,0.0,0.0,0.0,0.0,-0.00023004370830457787,-0.0003450655624568668,-0.00046008741660915573,4.105743412615653e-05,0.00035321601068304744,-0.00011502185415228893,-0.00011502185415228893,-0.0005751092707614447,-0.007107513998753879,-0.20439259610410732,-0.1771811039290223,-0.15051935410103445,-0.12430636364377312,-0.1079853783113125,-0.09332451720532686,-0.0794832788168881,-0.06914944399760603,-0.055201944589231555,-0.044810446246375646,-0.03761449808911488,-0.030188506223549405,-0.021160664041073307,-0.014243967474469543,-0.009676610680268372,-0.005569341302676389
1,-0.008575905214093127,-0.011705641427888214,-0.0167083291010246,-0.026163351714209804,-0.033433264291496734,-0.04172176746670675,-0.049887098339538305,-0.06142035958269565,-0.0742423969872209,-0.08735275200961512,-0.10097872162122534,-0.11987155037215769,-0.13426976597693407,-0.16640531374755485,-0.19475978959492235,-0.16356262052206022,-0.15527250161922834,0.0013216831472679354,-0.00011502185415228893,-0.00011502185415228893,0.0,0.00015607928827844546,-0.00011502185415228893,-0.00030400812833071024,-0.00041902998248299927,-0.0001479288400522648,4.105743412615653e-05,0.0,0.0,0.0003121585765568909,-0.0010273514321396731,-0.16446161137090215,-0.20439259610410732,-0.1771811039290223,-0.15051935410103445,-0.12430636364377312,-0.1079853783113125,-0.09332451720532686,-0.0794832788168881,-0.06914944399760603,-0.055201944589231555,-0.044810446246375646,-0.03761449808911488,-0.030188506223549405,-0.021160664041073307,-0.014243967474469543,-0.009676610680268372,-0.005569341302676389
1,-0.008575905214093127,-0.011705641427888214,-0.0167083291010246,-0.026163351714209804,-0.033433264291496734,-0.04172176746670675,-0.049887098339538305,-0.06142035958269565,-0.0742423969872209,-0.08735275200961512,-0.10097872162122534,-0.11987155037215769,-0.13426976597693407,-0.16640531374755485,-0.19475978959492235,-0.004980983065415176,0.000197136722404602,0.0003121585765568909,0.0,-0.00011502185415228893,-0.00011502185415228893,-0.00030400812833071024,-0.00011502185415228893,4.105743412615653e-05,0.00020528717063078258,8.211486825231306e-05,0.0003121585765568909,0.00012317230237846955,-0.00010687140592610835,-0.00018898627417842135,0.0002544950529831196,-0.0006020021594020132,-0.20439259610410732,-0.1771811039290223,-0.15051935410103445,-0.12430636364377312,-0.1079853783113125,-0.09332451720532686,-0.0794832788168881,-0.06914944399760603,-0.055201944589231555,-0.044810446246375646,-0.03761449808911488,-0.030188506223549405,-0.021160664041073307,-0.014243967474469543,-0.009676610680268372,-0.005569341302676389
1,-0.008575905214093127,-0.011705641427888214,-0.0167083291010246,-0.026163351714209804,-0.033433264291496734,-0.04172176746670675,-0.049887098339538305,-0.06142035958269565,-0.0742423969872209,-0.08735275200961512,-0.10097872162122534,-0.11987155037215769,-0.13426976597693407,0.004927807674124543,0.00020528717063078258,-0.00023004370830457787,-0.00011502185415228893,-0.00011502185415228893,0.0,0.00015607928827844546,0.0002381941565307585,-7.39644200261324e-05,-0.00011502185415228893,-0.00018898627417842135,-7.39644200261324e-05,-0.00011502185415228893,-0.0001479288400522648,0.000197136722404602,0.0,0.0,-0.00011502185415228893,-0.00011502185415228893,0.0,-7.39644200261324e-05,-0.00023065409429508504,-0.12430636364377312,-0.1079853783113125,-0.09332451720532686,-0.0794832788168881,-0.06914944399760603,-0.055201944589231555,-0.044810446246375646,-0.03761449808911488,-0.030188506223549405,-0.021160664041073307,-0.014243967474469543,-0.009676610680268372,-0.005569341302676389
1,-0.008575905214093127,-0.011705641427888214,-0.0167083291010246,-0.026163351714209804,-0.033433264291496734,-0.04172176746670675,-0.049887098339538305,-0.06142035958269565,-0.0742423969872209,-0.08735275200961512,-0.10097872162122534,-0.11987155037215769,-0.13426976597693407,-0.16640531374755485,-0.19475978959492235,-0.004980983065415176,0.00016422973650462612,0.000197136722404602,0.0,4.105743412615653e-05,-0.00046008741660915573,-0.00023004370830457787,0.00046823786483533636,-0.00011502185415228893,0.0,0.0,-0.00011502185415228893,-0.00011502185415228893,-0.00011502185415228893,-3.290698589997589e-05,2.445134467854177e-05,-0.00038010889932361784,-0.20439259610410732,-0.1771811039290223,-0.15051935410103445,-0.12430636364377312,-0.1079853783113125,-0.09332451720532686,-0.0794832788168881,-0.06914944399760603,-0.055201944589231555,-0.044810446246375646,-0.03761449808911488,-0.030188506223549405,-0.021160664041073307,-0.014243967474469543,-0.009676610680268372,-0.005569341302676389
1,-0.008575905214093127,-0.011705641427888214,-0.0167083291010246,-0.026163351714209804,-0.033433264291496734,-0.04172176746670675,-0.049887098339538305,-0.06142035958269565,-0.0742423969872209,-0.08735275200961512,-0.10097872162122534,-0.11987155037215769,-0.13426976597693407,-0.16640531374755485,-0.19475978959492235,-0.004980983065415176,0.00016422973650462612,0.000197136722404602,0.0,4.105743412615653e-05,-0.00046008741660915573,-0.00023004370830457787,0.00046823786483533636,-0.00011502185415228893,0.0,0.0,-0.00011502185415228893,-0.00011502185415228893,-0.00011502185415228893,-3.290698589997589e-05,0.0,-0.00011502185415228893,0.0019713672240460195,-0.1771811039290223,-0.15051935410103445,-0.12430636364377312,-0.1079853783113125,-0.09332451720532686,-0.0794832788168881,-0.06914944399760603,-0.055201944589231555,-0.044810446246375646,-0.03761449808911488,-0.030188506223549405,-0.021160664041073307,-0.014243967474469543,-0.009676610680268372,-0.005569341302676389
1,-0.00857429765588047,-0.011703473659995356,-0.01670530884014032,-0.026158748252055553,-0.0334274186252691,-0.04171448474086481,-0.04987845162490989,-0.06140971559877273,-0.07422851352993032,-0.08733648157194818,-0.10095784772140415,-0.11984663321986233,-0.1342401966485991,-0.1663519720432275,-0.19469904338003996,-0.1634725485482691,-0.155172881723932,0.001476544588415619,0.0006652528025268621,8.206615436708256e-05,0.00015605493133583021,0.0003531429398552017,0.0001970880085193715,4.103307718354128e-05,8.077377398334911e-06,0.0001970880085193715,0.00012309923155062383,0.00015605493133583021,0.00021324276331604122,-0.0021799226122626216,-0.16626829041338076,-0.16436622958362085,-0.20432695414375923,-0.17712396254164686,-0.1504699095075256,-0.12427949793606852,-0.10796287249633607,-0.09330695584970128,-0.07946846979577804,-0.06913653481801996,-0.05519239666772646,-0.04480262766779619,-0.03760794607155138,-0.03018322076700186,-0.021156913071910588,-0.014241385638552262,-0.009674759552629641,-0.0055682208833160995
1,-0.008575905214093127,-0.011705641427888214,-0.0167083291010246,-0.026163351714209804,-0.033433264291496734,-0.04172176746670675,-0.049887098339538305,-0.06142035958269565,-0.0742423969872209,-0.08735275200961512,-0.10097872162122534,-0.11987155037215769,-0.13426976597693407,-0.16640531374755485,-0.19475978959492235,-0.16356262052206022,0.0009029583577801897,0.0,0.000197136722404602,-7.39644200261324e-05,-7.39644200261324e-05,0.0,0.000197136722404602,-0.00011502185415228893,-0.00011502185415228893,-0.0002629506942045538,-7.39644200261324e-05,0.00015607928827844546,0.0,-0.00011502185415228893,-0.0011831255274228653,-0.007428738602522713,-0.20439259610410732,-0.1771811039290223,-0.15051935410103445,-0.12430636364377312,-0.1079853783113125,-0.09332451720532686,-0.0794832788168881,-0.06914944399760603,-0.055201944589231555,-0.044810446246375646,-0.03761449808911488,-0.030188506223549405,-0.021160664041073307,-0.014243967474469543,-0.009676610680268372,-0.005569341302676389
